 (88.074219+0.000000j), (-63.931336+0.219885j), (-40.936959-8.747681j), (47.932932-0.398922j), (-1.504166-11.071092j), (-7.410393+4.893614j), (-40.936959+8.747681j), (15.364901-4.554502j), (-11.294292+22.306659j), (8.473369+0.473195j), (-26.785043-11.457479j), (47.932932+0.398922j), (15.941640-4.411798j), (-63.931336-0.219885j), (3.081145+5.967349j), (15.364901+4.554502j)
 (112.820312+0.000000j), (-71.037492+11.732675j), (-27.040548+6.740297j), (21.232606+2.153652j), (-33.972679-9.426495j), (9.841197+17.232937j), (-27.040548-6.740297j), (3.694828-20.087797j), (-17.360432-30.774293j), (35.746935+14.713106j), (3.892025+24.133557j), (21.232606-2.153652j), (5.724991+18.476482j), (-71.037492-11.732675j), (13.107246-32.819255j), (3.694828+20.087797j)
 (82.273438+0.000000j), (-55.235586+2.509352j), (-46.921322-7.833181j), (16.981525+23.075080j), (5.214539-14.840072j), (-12.304761+2.342480j), (-46.921322+7.833181j), (59.685792-8.467219j), (-1.594740-1.744767j), (-2.888593+15.817226j), (-0.425008+22.658353j), (16.981525-23.075080j), (9.740774-7.441391j), (-55.235586-2.509352j), (-29.224134-20.737059j), (59.685792+8.467219j)
 (105.949219+0.000000j), (-77.702069+8.127372j), (-35.455540+1.493120j), (42.664712-7.451761j), (-25.674350-5.729948j), (7.263208+2.245870j), (-35.455540-1.493120j), (13.207498-1.752124j), (4.909404-1.711180j), (15.332897+5.901466j), (-18.043406-6.639106j), (42.664712+7.451761j), (20.459619+6.843904j), (-77.702069-8.127372j), (-4.462864-2.810202j), (13.207498+1.752124j)
 (91.343750+0.000000j), (-49.344043-10.330502j), (-40.424398-5.950126j), (63.445077+6.215792j), (-18.805691-11.332634j), (15.138030+0.822333j), (-40.424398+5.950126j), (-11.493941+2.274402j), (13.383977+1.327061j), (-13.739588+4.712689j), (-22.350819+18.862351j), (63.445077-6.215792j), (-2.003339-22.359292j), (-49.344043+10.330502j), (10.914214+7.797052j), (-11.493941-2.274402j)
 (102.792969+0.000000j), (-75.839703+10.195928j), (-15.889960-8.914993j), (17.639383-1.659435j), (-45.344707-8.511907j), (25.407894+2.720111j), (-15.889960+8.914993j), (9.912952-8.957633j), (10.974527-14.020454j), (24.864694+13.177353j), (-8.733958-11.907844j), (17.639383+1.659435j), (22.751243+15.503013j), (-75.839703-10.195928j), (-10.659082-5.525124j), (9.912952+8.957633j)
 (130.460938+0.000000j), (-98.700557-2.799848j), (-46.277108+1.092848j), (48.815455+9.960129j), (-38.165169+27.657287j), (44.822205-20.951991j), (-46.277108-1.092848j), (20.926342-2.693708j), (13.525232+15.889789j), (8.933253-23.078889j), (-23.782374+16.261605j), (48.815455-9.960129j), (32.200169+3.250061j), (-98.700557+2.799848j), (0.278392-18.104318j), (20.926342+2.693708j)
 (86.968750+0.000000j), (-55.655857-3.452744j), (-44.384264-5.819117j), (13.658405+23.141936j), (-0.513017-0.429490j), (-0.327324-19.600549j), (-44.384264+5.819117j), (36.516651+11.327959j), (-16.277578-8.084785j), (13.534567+17.152520j), (17.901691+13.442943j), (13.658405-23.141936j), (-0.093962+12.930080j), (-55.655857+3.452744j), (-8.418529-1.249574j), (36.516651-11.327959j)
 (131.355469+0.000000j), (-82.849507-7.131054j), (-57.658858+5.141446j), (40.055266+17.023780j), (-30.096276+31.355580j), (-6.449638-6.905873j), (-57.658858-5.141446j), (36.596691-18.579569j), (17.726748+5.898080j), (23.150327-22.337548j), (-21.034328+38.515645j), (40.055266-17.023780j), (18.447799-11.561897j), (-82.849507+7.131054j), (-2.611522-22.093983j), (36.596691+18.579569j)
 (108.964844+0.000000j), (-78.107596+6.295723j), (-35.618353+0.202486j), (28.046615+2.791986j), (-22.763847-9.753371j), (5.802656+16.707169j), (-35.618353-0.202486j), (18.448029-8.282862j), (-27.619017-26.900467j), (30.580773+15.549454j), (4.234486+12.977015j), (28.046615-2.791986j), (16.610194+5.576139j), (-78.107596-6.295723j), (-0.662308-17.528572j), (18.448029+8.282862j)
 (189.605469+0.000000j), (-78.059216-3.804281j), (-67.959793+9.887726j), (-17.774428+15.546678j), (-64.837992-6.005937j), (53.569700+14.049372j), (-67.959793-9.887726j), (23.169990-5.664285j), (-25.521746-5.239868j), (68.952494+21.995443j), (56.310453+22.598774j), (-17.774428-15.546678j), (-44.374598-11.145426j), (-78.059216+3.804281j), (50.126953-13.089459j), (23.169990+5.664285j)
 (105.679688+0.000000j), (-80.692247+3.682586j), (-34.766602-16.798501j), (27.574861-11.685562j), (-35.956029-21.826287j), (17.589129+26.942144j), (-34.766602+16.798501j), (24.303948-15.876014j), (-16.903352+21.133599j), (32.779457-4.157470j), (-21.995972-43.633013j), (27.574861+11.685562j), (34.004123+15.705854j), (-80.692247-3.682586j), (4.511646-4.541330j), (24.303948+15.876014j)
 (71.730469+0.000000j), (-55.938030-8.458522j), (-35.991248+9.011740j), (17.849029-0.688117j), (6.039844+25.442191j), (-5.760980-18.110406j), (-35.991248-9.011740j), (31.895658+8.340386j), (-2.433649+7.579746j), (-0.366550-19.880448j), (7.872636+12.750196j), (17.849029+0.688117j), (21.018783-17.682117j), (-55.938030+8.458522j), (-9.786798+4.380544j), (31.895658-8.340386j)
 (152.851562+0.000000j), (-96.587421-7.283246j), (-81.643068+12.622174j), (50.961975+2.896511j), (9.505234+35.201766j), (9.524085-7.537808j), (-81.643068-12.622174j), (29.480302+2.681049j), (-31.747384+9.697598j), (4.815467-36.821114j), (12.994265+32.252535j), (50.961975-2.896511j), (11.069360-15.237702j), (-96.587421+7.283246j), (23.033895-2.256534j), (29.480302-2.681049j)
 (153.343750+0.000000j), (-82.148767+0.918504j), (-74.964343+13.404775j), (23.741339+3.652987j), (7.679716+40.444838j), (7.109700-14.951418j), (-74.964343-13.404775j), (27.568559+9.509440j), (-28.908201+16.720119j), (20.531897-33.601962j), (24.721229+23.214166j), (23.741339-3.652987j), (-8.440374-11.936978j), (-82.148767-0.918504j), (27.892529+12.828486j), (27.568559-9.509440j)
 (150.414062+0.000000j), (-81.200867+2.877135j), (-44.007996+5.858596j), (2.494892+3.545097j), (-31.021087+17.216964j), (-15.857186+2.435030j), (-44.007996-5.858596j), (26.175007-2.763093j), (-28.628363-5.524506j), (65.131794-10.077141j), (28.461301+15.581957j), (2.494892-3.545097j), (-16.572459-8.165558j), (-81.200867-2.877135j), (12.674191+1.672006j), (26.175007+2.763093j)
 (51.714844+0.000000j), (-40.661155-4.103429j), (-18.293631+1.413360j), (40.140603-0.624235j), (-12.005552-3.166653j), (5.284067+2.110807j), (-18.293631-1.413360j), (-1.801447-1.015406j), (15.688965+0.393638j), (4.384530+0.442820j), (-47.784104+4.013608j), (40.140603+0.624235j), (18.049682-2.793338j), (-40.661155+4.103429j), (8.072832-3.592846j), (-1.801447+1.015406j)
 (111.570312+0.000000j), (-71.255437-5.712461j), (-52.857768+16.843267j), (37.093615+3.186421j), (-3.274771+38.389819j), (-3.434679-7.211688j), (-52.857768-16.843267j), (19.057225+4.996331j), (-46.843885+8.610436j), (19.761175-36.167989j), (12.229744+19.632381j), (37.093615-3.186421j), (6.209222+7.776399j), (-71.255437+5.712461j), (9.444381-16.281696j), (19.057225-4.996331j)
 (135.988281+0.000000j), (-92.221147+7.525073j), (-50.607148+5.443003j), (45.949053-4.112588j), (-39.488191+16.609989j), (13.524334-10.071004j), (-50.607148-5.443003j), (25.104427-10.957102j), (-9.675390+28.608384j), (30.477127-23.861681j), (-14.304995+6.935839j), (45.949053+4.112588j), (10.948655+3.528970j), (-92.221147-7.525073j), (4.574317-18.502560j), (25.104427+10.957102j)
 (74.113281+0.000000j), (-64.940162+6.479087j), (-27.224501-0.349142j), (48.559481-2.368209j), (-18.314622+3.328889j), (16.016400-5.320854j), (-27.224501+0.349142j), (4.351192+1.681367j), (5.390267-0.427897j), (10.161633-0.392588j), (-57.781888-8.107437j), (48.559481+2.368209j), (42.389859+8.483918j), (-64.940162-6.479087j), (9.764374+6.108240j), (4.351192-1.681367j)
 (65.363281+0.000000j), (-48.527651-0.077839j), (-8.463432-2.878132j), (18.613468+3.035276j), (-25.240195+0.457624j), (-1.597307+1.703340j), (-8.463432+2.878132j), (-0.306766+5.431678j), (-19.430067-3.818606j), (30.936808+5.350575j), (-7.184799-0.834838j), (18.613468-3.035276j), (20.119511-6.420286j), (-48.527651+0.077839j), (-7.806354+4.663706j), (-0.306766-5.431678j)
 (70.085938+0.000000j), (-49.587555+9.771064j), (-26.618514-9.486463j), (1.361090-0.020677j), (-11.457180-26.321116j), (8.134194+18.643315j), (-26.618514+9.486463j), (28.328906-4.109965j), (-6.379465+4.395311j), (14.771746+14.944629j), (21.578588-20.589740j), (1.361090+0.020677j), (9.782758+27.621291j), (-49.587555-9.771064j), (-9.939519-0.531819j), (28.328906+4.109965j)
 (118.433594+0.000000j), (-72.772134+1.431108j), (-55.344930-7.427508j), (72.658248-18.200461j), (0.595754-29.545300j), (-3.249662-5.902957j), (-55.344930+7.427508j), (6.316836-3.939149j), (-5.180299+27.487684j), (-5.921230+19.926990j), (-31.928005-24.326534j), (72.658248+18.200461j), (2.145550-13.414383j), (-72.772134-1.431108j), (8.351642+13.757879j), (6.316836+3.939149j)
 (133.871094+0.000000j), (-89.062614+1.712684j), (-37.932743-11.399992j), (13.875109+6.872364j), (-34.437557-16.308961j), (-13.901424+6.447162j), (-37.932743+11.399992j), (31.014289+3.680885j), (-40.076496-6.656766j), (63.239453+20.320558j), (18.833596-12.732788j), (13.875109-6.872364j), (10.354464+4.889777j), (-89.062614-1.712684j), (-9.532718+2.893142j), (31.014289-3.680885j)
 (172.039062+0.000000j), (-111.698465-7.726956j), (-47.509072+1.241214j), (13.817657-11.040490j), (-52.865612-27.768122j), (20.096497+51.330628j), (-47.509072-1.241214j), (48.435674-16.628499j), (5.430340-19.046346j), (36.816398+7.620406j), (2.362728+2.251132j), (13.817657+11.040490j), (9.741992+2.805437j), (-111.698465+7.726956j), (-5.196512-23.708956j), (48.435674+16.628499j)
 (151.679688+0.000000j), (-110.035028-8.920145j), (-37.443078-0.852560j), (45.781388+12.387038j), (-61.720413+16.640192j), (19.613967+4.275549j), (-37.443078+0.852560j), (14.170491+0.366827j), (-31.785481+0.696337j), (55.914567-14.607724j), (-12.189334+6.210910j), (45.781388-12.387038j), (42.015512-0.608960j), (-110.035028+8.920145j), (-22.763566-8.395520j), (14.170491-0.366827j)
 (45.253906+0.000000j), (-42.937045-3.805635j), (-12.687964-2.056153j), (9.013023-2.630145j), (-14.982704+2.255547j), (16.009394+4.583347j), (-12.687964+2.056153j), (16.647741-3.629346j), (-6.368377+9.535015j), (11.102060-7.469967j), (-7.548327-8.681103j), (9.013023+2.630145j), (37.044345-5.399376j), (-42.937045+3.805635j), (-18.471869-2.258142j), (16.647741+3.629346j)
 (102.296875+0.000000j), (-55.268550+6.053325j), (-43.521837-9.895177j), (25.582680-11.797285j), (-25.337358-32.344848j), (0.958854+19.486619j), (-43.521837+9.895177j), (22.509142-9.080357j), (7.422413+1.782994j), (10.285006+8.158733j), (4.423675-13.340047j), (25.582680+11.797285j), (-6.979012+9.210330j), (-55.268550-6.053325j), (-1.130230-4.231649j), (22.509142+9.080357j)
 (105.132812+0.000000j), (-78.590618+6.628961j), (-31.540286+2.533712j), (49.242924-4.378453j), (-30.340479+4.636585j), (-5.934310+5.123837j), (-31.540286-2.533712j), (11.095615-2.268355j), (-26.820651-3.565799j), (41.237308-3.907069j), (-31.891572-4.380841j), (49.242924+4.378453j), (30.708856+7.952838j), (-78.590618-6.628961j), (-13.451829-9.958662j), (11.095615+2.268355j)
 (104.906250+0.000000j), (-59.972071-13.643763j), (-38.408962-6.059358j), (61.048858+2.942817j), (-24.739096-4.185500j), (18.069189-1.264069j), (-38.408962+6.059358j), (-14.203408+3.790580j), (9.765982+26.629763j), (-11.173057-13.524007j), (-16.488092+22.512917j), (61.048858-2.942817j), (6.633172-35.461444j), (-59.972071+13.643763j), (10.070893+10.080916j), (-14.203408-3.790580j)
 (50.722656+0.000000j), (-34.140595+3.588620j), (-20.291463-0.947100j), (45.787411-1.452310j), (-8.927110+2.286546j), (2.608916-0.495626j), (-20.291463+0.947100j), (-4.052755+1.753164j), (32.931675+2.298031j), (-5.680785-0.883483j), (-42.268868-5.933953j), (45.787411+1.452310j), (5.083298+0.790979j), (-34.140595-3.588620j), (5.372514+2.543107j), (-4.052755-1.753164j)
 (108.148438+0.000000j), (-70.447638-4.634201j), (-36.992706-12.102589j), (41.027582+10.191821j), (-28.562764-21.388609j), (17.096152+3.187359j), (-36.992706+12.102589j), (-1.988948+0.195308j), (-33.095584-4.033905j), (38.114652+26.969435j), (-13.338790-13.590457j), (41.027582-10.191821j), (3.404281+3.686591j), (-70.447638+4.634201j), (28.729470+0.344720j), (-1.988948-0.195308j)
 (119.457031+0.000000j), (-78.587555-2.873579j), (-37.239258-1.412333j), (-7.209308+6.551645j), (-33.438622-13.314400j), (-9.049875-5.789934j), (-37.239258+1.412333j), (50.506603+8.357374j), (-13.619905-5.166260j), (46.644022+15.301843j), (24.270011+2.203264j), (-7.209308-6.551645j), (6.701739+3.368395j), (-78.587555+2.873579j), (-17.080315+6.068073j), (50.506603-8.357374j)
 (90.777344+0.000000j), (-65.147166-3.517416j), (-22.397369+4.762036j), (43.114989-9.693586j), (-28.911510+12.414365j), (16.597740+2.197476j), (-22.397369-4.762036j), (-1.915649-17.827256j), (15.624885+23.119046j), (9.346991-29.611259j), (-28.728107-9.963650j), (43.114989+9.693586j), (22.017132+13.048384j), (-65.147166+3.517416j), (-0.276728-28.118743j), (-1.915649+17.827256j)
 (83.593750+0.000000j), (-42.518437+13.210008j), (-27.137873-13.308981j), (-19.110991-8.461146j), (-19.291939-34.176936j), (-6.623717+26.809718j), (-27.137873+13.308981j), (39.102827+2.558252j), (6.396239-5.399728j), (13.927890+1.376397j), (21.042674-12.622941j), (-19.110991+8.461146j), (3.319609+44.780898j), (-42.518437-13.210008j), (-8.788006-12.764007j), (39.102827-2.558252j)
 (113.753906+0.000000j), (-69.642139+1.088044j), (-37.205938+2.938754j), (14.756506+4.251287j), (-35.080165+0.975630j), (38.293633+1.815470j), (-37.205938-2.938754j), (9.118560-6.415150j), (-19.620366-19.163219j), (28.950522+7.456622j), (25.394106+29.696799j), (14.756506-4.251287j), (-5.599048-18.849411j), (-69.642139-1.088044j), (26.361392-3.195555j), (9.118560+6.415150j)
 (30.847656+0.000000j), (-30.437811-3.354106j), (-10.746726-0.942829j), (10.741460+2.341898j), (-7.226336-3.015789j), (7.028759+3.489995j), (-10.746726+0.942829j), (10.419488+0.450631j), (-7.217482-1.917472j), (7.292299+2.484672j), (-10.406138+3.667624j), (10.741460-2.341898j), (29.231403-6.528742j), (-30.437811+3.354106j), (-9.778006+1.759732j), (10.419488-0.450631j)
 (118.496094+0.000000j), (-86.448020-0.476654j), (-40.864741-3.558795j), (44.421281-1.099522j), (-29.773704-7.993195j), (9.219078-0.381257j), (-40.864741+3.558795j), (17.377246+1.366963j), (3.079835+1.464067j), (22.662235+7.411837j), (-22.021181-6.949858j), (44.421281+1.099522j), (21.268242-2.257162j), (-86.448020+0.476654j), (2.219431+5.443996j), (17.377246-1.366963j)
 (99.027344+0.000000j), (-62.009312+0.972527j), (-57.915001-1.039002j), (49.338537+1.447498j), (8.935247+5.979846j), (-1.330074-22.836544j), (-57.915001+1.039002j), (21.768861+20.487867j), (-11.819991+6.482903j), (-1.790739+10.860735j), (-4.075071-29.925552j), (49.338537-1.447498j), (-1.163068+7.434702j), (-62.009312-0.972527j), (9.945562+26.187163j), (21.768861-20.487867j)
 (82.015625+0.000000j), (-70.649354-8.062599j), (-30.408498+7.963327j), (17.682284-4.782396j), (-17.997332+19.169903j), (8.991033-9.158525j), (-30.408498-7.963327j), (34.061888+1.285192j), (-12.759459+14.468286j), (18.644495-20.670590j), (0.362696+3.242909j), (17.682284+4.782396j), (43.574237-12.215621j), (-70.649354+8.062599j), (-30.674891-11.391929j), (34.061888-1.285192j)
 (119.683594+0.000000j), (-43.311919+0.665990j), (-66.273459+14.542438j), (8.551132-30.751365j), (-1.889536+18.659475j), (28.713325-1.990539j), (-66.273459-14.542438j), (15.618343+3.870319j), (-9.443256+26.590577j), (8.714025-37.552676j), (40.946681-30.752338j), (8.551132+30.751365j), (-31.270105+1.727983j), (-43.311919-0.665990j), (15.905445+1.183456j), (15.618343-3.870319j)
 (82.679688+0.000000j), (-78.155543-4.615670j), (-32.918724-1.709838j), (23.079306-0.014396j), (-15.834873+3.718736j), (14.297983+0.463936j), (-32.918724+1.709838j), (40.130396-1.869452j), (-11.652549+7.484145j), (14.758677-6.702759j), (-13.232428-2.518680j), (23.079306+0.014396j), (65.722969-7.692519j), (-78.155543+4.615670j), (-42.414999-0.540815j), (40.130396+1.869452j)
 (81.527344+0.000000j), (-63.444879+5.936801j), (-40.904911-3.904478j), (24.475681+6.121786j), (0.571330-9.276494j), (6.652066-2.959380j), (-40.904911+3.904478j), (32.232959+2.329666j), (-7.034957-7.611862j), (2.088739+14.622895j), (3.416445-2.504056j), (24.475681-6.121786j), (23.631772+18.734637j), (-63.444879-5.936801j), (-8.169817+1.310699j), (32.232959-2.329666j)
 (85.621094+0.000000j), (-24.032673+0.007281j), (-22.880637-4.973444j), (-6.351616+2.303685j), (-33.839289-10.972504j), (30.427372+2.294392j), (-22.880637+4.973444j), (-18.203524-8.823755j), (-11.895131-8.048407j), (33.660024+5.546566j), (24.713423+11.885131j), (-6.351616-2.303685j), (-21.832927-5.817654j), (-24.032673-0.007281j), (20.325896-2.851071j), (-18.203524+8.823755j)
 (89.625000+0.000000j), (-65.017372+0.359170j), (-31.572891+15.304911j), (26.097584-23.069281j), (-13.221223+32.675840j), (13.093374-10.451000j), (-31.572891-15.304911j), (18.146902-4.142923j), (7.872137+20.477820j), (2.997747-34.985544j), (-13.138188-15.965290j), (26.097584+23.069281j), (16.028024-1.222123j), (-65.017372-0.359170j), (6.600281-15.333277j), (18.146902+4.142923j)
 (128.359375+0.000000j), (-77.087716-3.448669j), (-28.614008+4.857577j), (27.793083+1.678931j), (-50.357044-2.706254j), (23.854727+32.241060j), (-28.614008-4.857577j), (-0.720836-34.154553j), (-18.919206-16.968120j), (36.823078-11.286931j), (13.352026+15.862265j), (27.793083-1.678931j), (3.305200+16.819865j), (-77.087716+3.448669j), (6.606892-48.182668j), (-0.720836+34.154553j)
 (128.691406+0.000000j), (-74.596495-6.116103j), (-59.796919+6.015352j), (25.740785-12.584359j), (-16.100056+32.751268j), (16.551246+1.649566j), (-59.796919-6.015352j), (38.839575-6.427650j), (-0.073660-6.274827j), (2.805570-25.015359j), (1.724054-11.930569j), (25.740785+12.584359j), (-0.321989+10.598341j), (-74.596495+6.116103j), (15.150002-20.281323j), (38.839575+6.427650j)
 (86.972656+0.000000j), (-71.227571-1.140801j), (-42.097389-9.882636j), (49.714619+5.455512j), (-6.269646-10.446231j), (7.716630-1.344836j), (-42.097389+9.882636j), (19.044152-2.528711j), (-1.364839-0.816884j), (2.872877+13.557525j), (-36.834615-7.552777j), (49.714619-5.455512j), (35.392455-4.825620j), (-71.227571+1.140801j), (3.899153+7.905359j), (19.044152+2.528711j)
 (255.519531+0.000000j), (-115.485608+1.985347j), (-112.115322+4.636966j), (80.397014+6.415378j), (-46.111105+48.296359j), (26.390541-27.450229j), (-112.115322-4.636966j), (3.449430-4.003797j), (-29.971587+9.141841j), (24.205259-33.039755j), (41.133931+15.756935j), (80.397014-6.415378j), (-46.625146-12.586715j), (-115.485608-1.985347j), (30.567432+9.990391j), (3.449430+4.003797j)
 (64.828125+0.000000j), (-52.798275-3.565791j), (-17.490079-2.378767j), (27.814292-0.309159j), (-15.334366+0.501885j), (7.064075+4.851234j), (-17.490079+2.378767j), (5.029006-4.562464j), (0.368774+12.898679j), (11.912437-7.537972j), (-24.583968-1.519948j), (27.814292+0.309159j), (25.745106-5.939058j), (-52.798275+3.565791j), (-1.240077-5.158859j), (5.029006+4.562464j)
 (62.507812+0.000000j), (-43.481293+3.032145j), (-23.406723+0.067432j), (54.034320-2.701794j), (-13.281368+1.728992j), (5.203475-0.362780j), (-23.406723-0.067432j), (-5.874999+4.109262j), (33.551762+2.211035j), (-2.537502+0.415292j), (-52.418082-7.354583j), (54.034320+2.701794j), (8.939130-2.331038j), (-43.481293-3.032145j), (8.934486+5.389951j), (-5.874999-4.109262j)
 (145.753906+0.000000j), (-99.917171-6.684007j), (-51.413582-4.649589j), (49.736420-4.106074j), (-29.782133-3.518308j), (23.392842+10.202472j), (-51.413582+4.649589j), (22.294446-20.876156j), (4.438299-3.367662j), (12.445754-2.880898j), (-11.420420-12.019641j), (49.736420+4.106074j), (16.886153+11.146765j), (-99.917171+6.684007j), (-2.004539-29.911298j), (22.294446+20.876156j)
 (85.671875+0.000000j), (-60.686860+2.747743j), (-45.969599+14.254533j), (15.446366-13.033052j), (1.403382+28.896632j), (0.055341-13.853647j), (-45.969599-14.254533j), (35.633896+4.033017j), (-35.287426+8.573825j), (19.597680-27.112689j), (21.661975+6.871890j), (15.446366+13.033052j), (15.893919-10.796487j), (-60.686860-2.747743j), (-3.005212+4.725304j), (35.633896-4.033017j)
